DATE,TIME,LOCATION,GAME ID,WHITE TEAM,S,DARK TEAM,S,COMMENTS,DIVISION,SORTKEY
4-Oct,12:50 PM,WOOLLETT NEAR RIGHT,14Bpt05,B2-LAMORINDA A,13,B3-ORANGE COUNTY WPC BLUE,3,B bracket,14U_BOYS_PLATINUM,202510041250
4-Oct,1:40 PM,WOOLLETT NEAR RIGHT,14Bpt06,C2-SD SHORES BLACK,14,C3-SOUTH COAST RED,3,C bracket,14U_BOYS_PLATINUM,202510041340
4-Oct,2:30 PM,WOOLLETT NEAR RIGHT,14Bpt07,A1-NORCAL BLACK,8,A2-CDM BLUE,5,A bracket,14U_BOYS_PLATINUM,202510041430
4-Oct,3:20 PM,WOOLLETT NEAR RIGHT,14Bpt08,B1-LA JOLLA UNITED NAVY,18,B2-LAMORINDA A,7,B bracket,14U_BOYS_PLATINUM,202510041520
4-Oct,4:10 PM,WOOLLETT NEAR RIGHT,14Bpt09,C1-NBWP BLUE,10,C2-SD SHORES BLACK,8,C bracket,14U_BOYS_PLATINUM,202510041610
4-Oct,7:00 AM,WOOLLETT NEAR LEFT,14Bpt10,E1-MISSION WPC A,16,E3-DEL MAR 13 BLUE,1,E bracket,14U_BOYS_PLATINUM,202510040700
4-Oct,7:50 AM,WOOLLETT NEAR LEFT,14Bpt11,D2-DIABLO ALLIANCE RED,18,D3-ORWP,14,D bracket,14U_BOYS_PLATINUM,202510040750
4-Oct,8:40 AM,WOOLLETT NEAR LEFT,14Bpt12,F1-VANGUARD BLUE,16,F4-PRIDE,4,"F bracket F1,F4",14U_BOYS_PLATINUM,202510040840
4-Oct,9:30 AM,WOOLLETT NEAR LEFT,14Bpt13,F2-680 RED,11,F3-NORTH IRVINE BLACK,8,"F bracket, F2,F3",14U_BOYS_PLATINUM,202510040930
4-Oct,10:20 AM,WOOLLETT NEAR LEFT,14Bpt14,E1-MISSION WPC A,14,E2-STANFORD RED,5,E bracket,14U_BOYS_PLATINUM,202510041020
4-Oct,11:10 AM,WOOLLETT NEAR LEFT,14Bpt15,D1-CHANNEL ISLANDS UNITED GOLD,14,D3-ORWP,5,D bracket,14U_BOYS_PLATINUM,202510041110
4-Oct,12:00 PM,WOOLLETT NEAR LEFT,14Bpt16,F1-VANGUARD BLUE,10,F3-NORTH IRVINE BLACK,2,"F bracket F1,F3",14U_BOYS_PLATINUM,202510041200
4-Oct,12:50 PM,WOOLLETT NEAR LEFT,14Bpt17,F2-680 RED,11,F4-PRIDE,9,"F bracket, F2,F4",14U_BOYS_PLATINUM,202510041250
4-Oct,1:40 PM,WOOLLETT NEAR LEFT,14Bpt18,E2-STANFORD RED,12,E3-DEL MAR 13 BLUE,4,E bracket,14U_BOYS_PLATINUM,202510041340
4-Oct,2:30 PM,WOOLLETT NEAR LEFT,14Bpt19,D1-CHANNEL ISLANDS UNITED GOLD,19,D2-DIABLO ALLIANCE RED,8,D bracket,14U_BOYS_PLATINUM,202510041430
4-Oct,5:00 PM,WOOLLETT NEAR RIGHT,14Bpt20,F1-VANGUARD BLUE,10,F2-680 RED,6,"F bracket F1,F2",14U_BOYS_PLATINUM,202510041700
4-Oct,5:10 PM,EL TORO HS,14Bpt21,F3-NORTH IRVINE BLACK,6,F4-PRIDE,11,"F bracket, F3,F4",14U_BOYS_PLATINUM,202510041710
5-Oct,7:00 AM,WOOLLETT NEAR LEFT,14Bpt22,G1(1stA)-CCU BLACK,5,G3(1stC)-NBWP BLUE,12,G bracket,14U_BOYS_PLATINUM,202510050700
5-Oct,7:50 AM,WOOLLETT NEAR LEFT,14Bpt23,H1(1stD)-CHANNEL ISLANDS UNITED GOLD,5,H3(1stF)-VANGUARD BLUE,7,H bracket,14U_BOYS_PLATINUM,202510050750
5-Oct,8:40 AM,WOOLLETT NEAR LEFT,14Bpt24,I1(2ndA)-NORCAL BLACK,5,I3(2ndC)-SD SHORES BLACK,13,I bracket,14U_BOYS_PLATINUM,202510050840
5-Oct,9:30 AM,WOOLLETT NEAR LEFT,14Bpt25,G2(1stB)-LA JOLLA UNITED NAVY,9.3,G3(1stC)-NBWP BLUE,9.4,G bracket,14U_BOYS_PLATINUM,202510050930
5-Oct,10:20 AM,WOOLLETT NEAR LEFT,14Bpt26,H1(1stD)-CHANNEL ISLANDS UNITED GOLD,6,H2(1stE)-MISSION WPC A,8,H bracket,14U_BOYS_PLATINUM,202510051020
5-Oct,12:00 PM,WOOLLETT NEAR LEFT,14Bpt27,I2(2ndB)-LAMORINDA A,7,I3(2ndC)-SD SHORES BLACK,10,I bracket,14U_BOYS_PLATINUM,202510051200
5-Oct,12:50 PM,WOOLLETT NEAR LEFT,14Bpt28,G1(1stA)-CCU BLACK,5,G2(1stB)-LA JOLLA UNITED NAVY,10,G bracket,14U_BOYS_PLATINUM,202510051250
5-Oct,1:40 PM,WOOLLETT NEAR LEFT,14Bpt29,H2(1stE)-MISSION WPC A,5,H3(1stF)-VANGUARD BLUE,6,H bracket,14U_BOYS_PLATINUM,202510051340
5-Oct,2:30 PM,WOOLLETT NEAR LEFT,14Bpt30,I1(2ndA)-NORCAL BLACK,13,I2(2ndB)-LAMORINDA A,7,I bracket,14U_BOYS_PLATINUM,202510051430
5-Oct,4:10 PM,WOOLLETT NEAR LEFT,14Bpt31,N1(2ndG)-LA JOLLA UNITED NAVY,4,N2(2ndH)-MISSION WPC A,9,3rd,14U_BOYS_PLATINUM,202510051610
5-Oct,5:00 PM,WOOLLETT NEAR LEFT,14Bpt32,O1(1stG)-NBWP BLUE,10,O2(1stH)-VANGUARD BLUE,9,1st,14U_BOYS_PLATINUM,202510051700
5-Oct,7:00 AM,WOOLLETT NEAR RIGHT,14Bpt33,J1(2ndD)-DIABLO ALLIANCE RED,12,J3(2ndF)-680 RED,9,bracket,14U_BOYS_PLATINUM,202510050700
5-Oct,7:50 AM,WOOLLETT NEAR RIGHT,14Bpt34,K1(3rdA)-CDM BLUE,8,K3(3rdC)-SOUTH COAST RED,4,bracket,14U_BOYS_PLATINUM,202510050750
5-Oct,8:40 AM,WOOLLETT NEAR RIGHT,14Bpt35,L1(3rdD)-ORWP,15,L4(4thF)-NORTH IRVINE BLACK,12,bracket,14U_BOYS_PLATINUM,202510050840
5-Oct,9:30 AM,WOOLLETT NEAR RIGHT,14Bpt36,L2(3rdE)-DEL MAR 13 BLUE,11.1,L3(3rdF)-PRIDE,11.4,bracket,14U_BOYS_PLATINUM,202510050930
5-Oct,10:20 AM,WOOLLETT NEAR RIGHT,14Bpt37,J2(2ndE)-STANFORD RED,7,J3(2ndF)-680 RED,15,bracket,14U_BOYS_PLATINUM,202510051020
5-Oct,12:50 PM,WOOLLETT NEAR RIGHT,14Bpt38,K2(3rdB)-ORANGE COUNTY WPC BLUE,6,K3(3rdC)-SOUTH COAST RED,7,bracket,14U_BOYS_PLATINUM,202510051250
5-Oct,1:40 PM,WOOLLETT NEAR RIGHT,14Bpt39,L1(3rdD)-ORWP,6,L3(3rdF)-PRIDE,7,bracket,14U_BOYS_PLATINUM,202510051340
5-Oct,2:30 PM,WOOLLETT NEAR RIGHT,14Bpt40,L2(3rdE)-DEL MAR 13 BLUE,8,L4(4thF)-NORTH IRVINE BLACK,14,bracket,14U_BOYS_PLATINUM,202510051430
5-Oct,3:20 PM,WOOLLETT NEAR RIGHT,14Bpt41,J1(2ndD)-DIABLO ALLIANCE RED,15,J2(2ndE)-STANFORD RED,10,bracket,14U_BOYS_PLATINUM,202510051520
5-Oct,4:10 PM,WOOLLETT NEAR RIGHT,14Bpt42,K1(3rdA)-CDM BLUE,7,K2(3rdB)-ORANGE COUNTY WPC BLUE,8,bracket,14U_BOYS_PLATINUM,202510051610
4-Oct,8:00 AM,WESTMINSTER HS,HSGab01,A2-SET,22,A4-CHARGERS,2,"bracket, A2/A4 HSGA 1st-4th",HS_GIRLS_A_&_B,202510040800
4-Oct,9:00 AM,WESTMINSTER HS,HSGab03,B2-MISSION JV,17,B4-SFV 16,4,"bracket, B2/B4 HSG B 1st-4th",HS_GIRLS_A_&_B,202510040900
4-Oct,10:00 AM,WESTMINSTER HS,HSGab02,A2-SET,11,A3-SOUTH COAST,9,"bracket, A2/A3 HSGA 1st-4th",HS_GIRLS_A_&_B,202510041000
4-Oct,11:00 AM,WESTMINSTER HS,HSGab04,A1-CHANNEL ISLANDS UNITED GOLD,13,A4-CHARGERS,0,"bracket, A1/A4 HSGA 1st-4th",HS_GIRLS_A_&_B,202510041100
4-Oct,12:00 PM,WESTMINSTER HS,HSGab05,B1-LA JOLLA UNITED 16 GOLD,8,B4-SFV 16,6,"bracket, B1/B4 HSG B 1st-4th",HS_GIRLS_A_&_B,202510041200
4-Oct,1:00 PM,WESTMINSTER HS,HSGab07,B2-MISSION JV,7,B3-TSUNAMI 16,12,"bracket, B2/B3 HSG B 1st-4th",HS_GIRLS_A_&_B,202510041300
4-Oct,2:00 PM,WESTMINSTER HS,HSGab06,A1-CHANNEL ISLANDS UNITED GOLD,12,A3-SOUTH COAST,4,"bracket, A1/A3 HSGA 1st-4th",HS_GIRLS_A_&_B,202510041400
4-Oct,3:00 PM,WESTMINSTER HS,HSGab08,B1-LA JOLLA UNITED 16 GOLD,4,B3-TSUNAMI 16,14,"bracket, B1/B3 HSG B 1st-4th",HS_GIRLS_A_&_B,202510041500
5-Oct,8:00 AM,WESTMINSTER HS,HSGab09,A3-SOUTH COAST,17,A4-CHARGERS,1,"bracket, A3/A4 HSGA 1st-4th",HS_GIRLS_A_&_B,202510050800
5-Oct,9:00 AM,WESTMINSTER HS,HSGab10,B3-TSUNAMI 16,10,B4-SFV 16,5,"bracket, B3/B4 HSG B 1st-4th",HS_GIRLS_A_&_B,202510050900
5-Oct,10:00 AM,WESTMINSTER HS,HSGab11,B1-LA JOLLA UNITED 16 GOLD,8,B2-MISSION JV,18,"bracket, B1/B2 HSG B 1st-4th",HS_GIRLS_A_&_B,202510051000
5-Oct,11:00 AM,WESTMINSTER HS,HSGab12,A1-CHANNEL ISLANDS UNITED GOLD,13,A2-SET,9,"bracket, A1/A2 HSGA 1st-4th",HS_GIRLS_A_&_B,202510051100
5-Oct,12:00 PM,WESTMINSTER HS,HSGab13,4thA-CHARGERS,4,4thB-SFV 16,7,cross,HS_GIRLS_A_&_B,202510051200
5-Oct,1:00 PM,WESTMINSTER HS,HSGab14,3rdA-SOUTH COAST,10,3rdB-LA JOLLA UNITED 16 GOLD,2,cross,HS_GIRLS_A_&_B,202510051300
5-Oct,2:00 PM,WESTMINSTER HS,HSGab15,2ndA-SET,12,2ndB-MISSION JV,4,cross,HS_GIRLS_A_&_B,202510051400
5-Oct,3:00 PM,WESTMINSTER HS,HSGab16,1stA-CHANNEL ISLANDS UNITED GOLD,14,1stB-TSUNAMI 16,5,cross,HS_GIRLS_A_&_B,202510051500
