Day 1,HOT! RESULTS,SUBMIT SCORES!,Quarter Lengths by Day,,,,,,,,
7/25/2026,2:40 PM,17-20 semi,BECKMAN HS 2,128,W201,,W202,,167,168,12BX-128
7/25/2026,3:30 PM,17-20 semi,BECKMAN HS 2,129,W203,,W204,,167,168,12BX-129
7/25/2026,4:20 PM,17th-20th,BECKMAN HS 2,157,W137,,W140,,181,179,12BX-157
7/25/2026,5:10 PM,17th-20th,BECKMAN HS 2,160,W123,,W126,,181,179,12BX-160
7/25/2026,6:00 PM,9th-12th,BECKMAN HS 2,143,W124,,W122,,189,187,12BX-143
7/25/2026,6:50 PM,9th-12th,BECKMAN HS 2,146,W117,,W127,,189,187,12BX-146
,,,,,,,,,,,
,,,OCEAN VIEW HS 2,,V,W,X,,,,
Date,Time,Type,Location,Gm #,White,S,Dark,S,W to #,L to #,GMID
7/25/2026,7:00 AM,17-24 QF,OCEAN VIEW HS 2,203,3rd bz_M-,,3rd bz_S (W111),,129,bz_V1,12BX-203
7/25/2026,8:00 AM,17-24 QF,OCEAN VIEW HS 2,204,3rd bz_O-,,3rd bz_U-,,129,bz_V2,12BX-204
7/25/2026,8:50 AM,V,OCEAN VIEW HS 2,147A,bz_V2(4th_bz_R),,bz_V3(4th_bz_P),,,,12BX-147A
7/25/2026,9:40 AM,W,OCEAN VIEW HS 2,152A,bz_W2(4th_bz_S)(L111),,bz_W3(4th_bz_T)(L112),,,,12BX-152A
,,,,,,,,,,,
7/25/2026,11:20 AM,V,OCEAN VIEW HS 2,135,bz_V1(L203),,bz_V3(4th_bz_P),,,,12BX-135
7/25/2026,12:10 PM,W,OCEAN VIEW HS 2,147,bz_W1(L204),,bz_W3(4th_bz_T)(L112),,,,12BX-147
,,,,,,,,,,,
7/25/2026,1:50 PM,V,OCEAN VIEW HS 2,132,bz_V1(L203),,bz_V2(4th_bz_R),,,,12BX-132
7/25/2026,2:40 PM,W,OCEAN VIEW HS 2,144,bz_W1(L204),,bz_W2(4th_bz_S)(L111),,,,12BX-144
,,,,,,,,,,,
,,,,,,,,,,,
7/25/2026,5:10 PM,21-23 RR,OCEAN VIEW HS 2,300,bz_Y1(1st_bz_V),,bz(Y3(1st_bz_X),,,,12BX-300
7/25/2026,6:00 PM,24-26 RR,OCEAN VIEW HS 2,301,bz_Z1(2nd_bz_V),,bz_Z3(2nd_bz_X),,,,12BX-301
7/25/2026,6:50 PM,27-29 RR,OCEAN VIEW HS 2,302,bz_AA1(3rd_bz_V),,bz_AA3(3rd_bz_X),,,,12BX-302
,,,,,,,,,,,
,,,LAGUNA HILLS HS,,,,,,,,
Date,Time,Type,Location,Gm #,White,S,Dark,S,W to #,L to #,GMID
7/25/2026,8:00 AM,17-24 QF,LAGUNA HILLS HS,201,3rd bz_N-,,3rd bz_R-,,128,bz_W1,12BX-201
7/25/2026,8:50 AM,17-24 QF,LAGUNA HILLS HS,202,3rd bz_P-,,3rd bz_T (W112),,128,bz_W2,12BX-202
7/25/2026,9:40 AM,9-16 QF,LAGUNA HILLS HS,131,2nd bz_M-,,2nd bz_S(L97),,149,158,12BX-131
7/25/2026,10:30 AM,9-16 QF,LAGUNA HILLS HS,134,2nd bz_N-,,2nd bz_R-,,154,161,12BX-134
7/25/2026,11:20 AM,X,LAGUNA HILLS HS,135A,bz_X1(L201),,bz_X3(4th_bz_U)(L90A),,,,12BX-135A
7/25/2026,12:10 PM,9-16 QF,LAGUNA HILLS HS,130,2nd bz_P-,,2nd bz_T(L98),,149,158,12BX-130
7/25/2026,1:00 PM,9-16 QF,LAGUNA HILLS HS,125,2nd bz_O-,,2nd bz_U-,,154,161,12BX-125
7/25/2026,1:50 PM,X,LAGUNA HILLS HS,152,bz_X2(L202),,bz_X3(4th_bz_U)(L90A),,,,12BX-152
7/25/2026,2:40 PM,9th-12th,LAGUNA HILLS HS,149,W131,,W130,,188,186,12BX-149
7/25/2026,3:30 PM,9th-12th,LAGUNA HILLS HS,154,W125,,W134,,188,186,12BX-154
7/25/2026,4:20 PM,X,LAGUNA HILLS HS,144A,bz_X1(L201),,bz_X2(L202),,,,12BX-144A
,,,,,,,,,,,
,,,GOLDEN WEST COLLEGE 2,,,,,,,,
Date,Time,Type,Location,Gm #,White,S,Dark,S,W to #,L to #,GMID
7/25/2026,8:00 AM,3v8 QF,GOLDEN WEST COLLEGE 2,115,1st bz_O-,,1st bz_U-,,141,155,12BX-115
7/25/2026,8:50 AM,4v7 QF,GOLDEN WEST COLLEGE 2,120,1st bz_P-,,1st bz_T(W98),,138,150,12BX-120
7/25/2026,9:40 AM,1v6 QF,GOLDEN WEST COLLEGE 2,116,1st bz_M-,,1st bz_S(W97),,138,150,12BX-116
7/25/2026,10:30 AM,2v5 QF,GOLDEN WEST COLLEGE 2,121,1st bz_N-,,1st bz_R-,,141,155,12BX-121
7/25/2026,11:20 AM,"W to semi, L to play-in",GOLDEN WEST COLLEGE 2,138,W116,,W120,,169,163,12BX-138
7/25/2026,12:10 PM,"W to semi, L to play-in",GOLDEN WEST COLLEGE 2,141,W115,,W121,,170,164,12BX-141
7/25/2026,1:00 PM,W to play-in,GOLDEN WEST COLLEGE 2,150,L116,,L120,,163,190,12BX-150
7/25/2026,1:50 PM,W to play-in,GOLDEN WEST COLLEGE 2,155,L115,,L121,,164,190,12BX-155
7/25/2026,2:40 PM,13th-16th,GOLDEN WEST COLLEGE 2,158,L131,,L130,,184,182,12BX-158
7/25/2026,3:30 PM,13th-16th,GOLDEN WEST COLLEGE 2,161,L125,,L134,,184,182,12BX-161
7/25/2026,4:20 PM,"play to semi, L to 5th",GOLDEN WEST COLLEGE 2,163,L138,,W150,,170,192,12BX-163
7/25/2026,5:10 PM,"play to semi, L to 5th",GOLDEN WEST COLLEGE 2,164,L141,,W155,,169,192,12BX-164
,,,,,,,,,,,
Day 4,,,,,,,,,,,
7/26/2026,,,,,,,,,,ag_,bz_
,,,OCEAN VIEW HS 2,,,,,,,,
Date,Time,Type,Location,Gm #,White,S,Dark,S,W to #,L to #,GMID
7/26/2026,7:00 AM,21-23 RR,OCEAN VIEW HS 2,303,bz_Y2(1st_bz_W),,bz(Y3(1st_bz_X),,,,12BX-303
7/26/2026,8:00 AM,24-26 RR,OCEAN VIEW HS 2,304,bz_Z2(2nd_bz_W),,bz_Z3(2nd_bz_X),,,,12BX-304
7/26/2026,9:00 AM,27-29 RR,OCEAN VIEW HS 2,305,bz_AA2(3rd_bz_W),,bz_AA3(3rd_bz_X),,,,12BX-305
7/26/2026,10:00 AM,21-23 RR,OCEAN VIEW HS 2,306,bz_Y1(1st_bz_V),,bz_Y2(1st_bz_W),,,,12BX-306
7/26/2026,11:00 AM,24-26 RR,OCEAN VIEW HS 2,307,bz_Z1(2nd_bz_V),,bz_Z2(2nd_bz_W),,,,12BX-307
7/26/2026,12:00 PM,27-29 RR,OCEAN VIEW HS 2,308,bz_AA1(3rd_bz_V),,bz_AA2(3rd_bz_W),,,,12BX-308
,,,,,,,,,,,
,,,CAPISTRANO VALLEY HS 2,,,,,,,,
Date,Time,Type,Location,Gm #,White,S,Dark,S,W to #,L to #,GMID
7/26/2026,7:00 AM,13th,CAPISTRANO VALLEY HS 2,184,W158,,W161,,bz_13th,bz_14th,12BX-184
7/26/2026,8:00 AM,15th,CAPISTRANO VALLEY HS 2,182,L158,,L161,,bz_15th,bz_16th,12BX-182
7/26/2026,9:00 AM,5th,CAPISTRANO VALLEY HS 2,193,L159,,L162,,ag_5th,ag_6th,12BX-193
7/26/2026,10:00 AM,7th,CAPISTRANO VALLEY HS 2,191,L139,,L142,,ag_7th,ag_8th,12BX-191
7/26/2026,11:00 AM,17th,CAPISTRANO VALLEY HS 2,167,W128,,W129,,bz_17th,bz_18th,12BX-167
7/26/2026,12:00 PM,19th,CAPISTRANO VALLEY HS 2,168,L128,,L129,,bz_19th,bz_20th,12BX-168
,,,,,,,,,,,
,,,GOLDEN WEST COLLEGE 2,,,,,,,,
Date,Time,Type,Location,Gm #,White,S,Dark,S,W to #,L to #,GMID
7/26/2026,7:00 AM,23rd,GOLDEN WEST COLLEGE 2,175,L145,,L148,,ag_23rd,ag_24th,12BX-175
7/26/2026,8:00 AM,21st,GOLDEN WEST COLLEGE 2,177,W145,,W148,,ag_21st,ag_22nd,12BX-177
7/26/2026,9:00 AM,7th,GOLDEN WEST COLLEGE 2,190,L150,,L155,,bz_7th,bz_8th,12BX-190
7/26/2026,10:00 AM,5th,GOLDEN WEST COLLEGE 2,192,L163,,L164,,bz_5th,bz_6th,12BX-192
7/26/2026,11:00 AM,9th,GOLDEN WEST COLLEGE 2,188,W149,,W154,,bz_9th,bz_10th,12BX-188
7/26/2026,12:00 PM,11th,GOLDEN WEST COLLEGE 2,186,L149,,L154,,bz_11th,bz_12th,12BX-186
,,,,,,,,,,,
,,,BECKMAN HS 2,,,,,,,,
Date,Time,Type,Location,Gm #,White,S,Dark,S,W to #,L to #,GMID
7/26/2026,7:00 AM,9th,BECKMAN HS 2,189,W143,,W146,,ag_9th,ag_10th,12BX-189
7/26/2026,8:00 AM,11th,BECKMAN HS 2,187,L143,,L146,,ag_11th,ag_12th,12BX-187
7/26/2026,9:00 AM,13th,BECKMAN HS 2,185,W151,,W156,,ag_13th,ag_14th,12BX-185
7/26/2026,10:00 AM,15th,BECKMAN HS 2,183,L151,,L156,,ag_15th,ag_16th,12BX-183
7/26/2026,11:00 AM,17th,BECKMAN HS 2,181,W157,,W160,,ag_17th,ag_18th,12BX-181
7/26/2026,12:00 PM,19th,BECKMAN HS 2,179,L157,,L160,,ag_19th,ag_20th,12BX-179
,,,,,,,,,,,
,,,TUSTIN HS 2,,,,,,,,
Date,Time,Type,Location,Gm #,White,S,Dark,S,W to #,L to #,GMID
7/26/2026,7:00 AM,semi,TUSTIN HS 2,169,W138,,W164,,195,194,12BX-169
7/26/2026,8:00 AM,semi,TUSTIN HS 2,170,W141,,W163,,195,194,12BX-170
7/26/2026,9:00 AM,semi,TUSTIN HS 2,171,W133,,W162,,197,196,12BX-171
7/26/2026,10:00 AM,semi,TUSTIN HS 2,172,W136,,W159,,197,196,12BX-172
7/26/2026,11:00 AM,3rd,TUSTIN HS 2,194,L169,,L170,,bz_3rd,bz_4th,12BX-194
7/26/2026,12:00 PM,1st,TUSTIN HS 2,195,W169,,W170,,bz_1st,bz_2nd,12BX-195
7/26/2026,1:00 PM,3rd,TUSTIN HS 2,196,L171,,L172,,ag_3rd,ag_4th,12BX-196
7/26/2026,2:00 PM,1st,TUSTIN HS 2,197,W171,,W172,,ag_1st,ag_2nd,12BX-197
,,,,,,,,,,,
,,,,,,,,,,,
ag_Place,,bz_Place,,,,,,,,,
1st,W197,1st,W195,,,,,,,,
2nd,L197,2nd,L195,,,,,,,,
3rd,W196,3rd,W194,,,,,,,,
4th,L196,4th,L194,,,,,,,,
5th,W193,5th,W192,,,,,,,,
6th,L193,6th,L192,,,,,,,,
7th,W191,7th,W190,,,,,,,,
8th,L191,8th,L190,,,,,,,,
9th,W189,9th,W188,,,,,,,,
10th,L189,10th,L188,,,,,,,,
11th,W187,11th,W186,,,,,,,,
12th,L187,12th,L186,,,,,,,,
13th,W185,13th,W184,,,,,,,,
14th,L185,14th,L184,,,,,,,,
15th,W183,15th,W182,,,,,,,,
16th,L183,16th,L182,,,,,,,,
17th,W181,17th,W167,,,,,,,,
18th,L181,18th,L167,,,,,,,,
19th,W179,19th,W168,,,,,,,,
20th,L179,20th,L168,,,,,,,,
21st,W177,21st,W176,,,,,,,,
22nd,L177,22nd,L176,,,,,,,,
23rd,W175,23rd,W174,,,,,,,,
24th,L175,24th,L174,,,,,,,,
,,25th,,,,,,,,,
,,26th,,,,,,,,,
,,27th,,,,,,,,,
,,28th,,,,,,,,,
,,29th,,,,,,,,,
