"Day 1","HOT! RESULTS","SUBMIT SCORES!","Quarter Lengths by Day","","","","","","","","","","","","","","","","","","","","","",""
"Sat, July 18","","","6-6-7-7","","","","","","","","","","","","","","","","","","","","","",""
"","","C","D","","F","","","","Teams","","","","","","","","","","","","","","","",""
"20-Jul","2:00 PM","19-21 RR","MARINA HS","144","bz_X1","","bz_X3","","bz_19-21 RR","","16GX-144","","bz_19-21 RR","","","","","","","","","","","",""
"20-Jul","3:00 PM","9-12 semi","MARINA HS","152","L132","","L128","","183","184","16GX-152","","bz_9-12 semi","","","","","","","","","","","",""
"20-Jul","4:00 PM","bracket","MARINA HS","156","bz_W1","","bz_W2","","bracket","","16GX-156","","bz_bracket","","","","","","","","","","","",""
"20-Jul","5:00 PM","play to semi","MARINA HS","164","L124","","W148","","172","187","16GX-164","","bz_play to semi","","","","","","","","","","","",""
"","","","CAPISTRANO VALLEY HS 1","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","S","Dark","S","W to #","","GMID","","","","","","","","","","","","","",""
"20-Jul","8:00 AM","bracket","CAPISTRANO VALLEY HS 1","135","bz_V1","","bz_V3","","bracket","","16GX-135","","bz_bracket","","","","","","","","","","","",""
"20-Jul","9:00 AM","5-8 v 9-12","CAPISTRANO VALLEY HS 1","127","2nd_bz_P","","3rd_bz_O","","147","151","16GX-127","","bz_5-8 v 9-12","","","","","","","","","","","",""
"20-Jul","10:00 AM","5-8 v 9-12","CAPISTRANO VALLEY HS 1","131","2nd_bz_M","","W114","","147","151","16GX-131","","bz_5-8 v 9-12","","","","","","","","","","","",""
"20-Jul","12:00 PM","play to semi","CAPISTRANO VALLEY HS 1","123","1st_bz_N","","1st_bz_O","","172","163","16GX-123","","bz_play to semi","","","","","","","","","","","",""
"20-Jul","1:00 PM","bracket","CAPISTRANO VALLEY HS 1","139","bz_V2","","bz_V3","","bracket","","16GX-139","","bz_bracket","","","","","","","","","","","",""
"20-Jul","2:00 PM","1-2 v 3-4","CAPISTRANO VALLEY HS 1","147","W127","","W131","","163","188","16GX-147","","bz_1-2 v 3-4","","","","","","","","","","","",""
"20-Jul","4:00 PM","9-12 semi","CAPISTRANO VALLEY HS 1","151","L131","","L127","","183","184","16GX-151","","bz_9-12 semi","","","","","","","","","","","",""
"20-Jul","5:00 PM","bracket","CAPISTRANO VALLEY HS 1","155","bz_V1","","bz_V2","","bracket","","16GX-155","","bz_bracket","","","","","","","","","","","",""
"20-Jul","6:00 PM","play to semi","CAPISTRANO VALLEY HS 1","163","L123","","W147","","171","187","16GX-163","","bz_play to semi","","","","","","","","","","","",""
"","","6 min Quarters","","","","","","","","","","","","","","","","","","","","","","",""
"Tue, July 21","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","GOLDEN WEST COLLEGE 1","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","S","Dark","S","W to #","","GMID","","","","","","","","","","","","","",""
"21-Jul","7:00 AM","semi","GOLDEN WEST COLLEGE 1","171","W124","","W163","","191","192","16GX-171","","bz_semi","","","","","","","","","","","",""
"21-Jul","8:00 AM","semi","GOLDEN WEST COLLEGE 1","172","W123","","W164","","191","192","16GX-172","","bz_semi","","","","","","","","","","","",""
"21-Jul","9:00 AM","semi","GOLDEN WEST COLLEGE 1","173","W122","","W161","","189","190","16GX-173","","ag_semi","","","","","","","","","","","",""
"21-Jul","10:00 AM","semi","GOLDEN WEST COLLEGE 1","174","W121","","W162","","189","190","16GX-174","","ag_semi","","","","","","","","","","","",""
"21-Jul","11:00 AM","3rd","GOLDEN WEST COLLEGE 1","192","L171","","L172","","bz_3rd","","16GX-192","","bz_3rd","","","","","","","","","","","",""
"21-Jul","12:00 PM","1st","GOLDEN WEST COLLEGE 1","191","W171","","W172","","bz_1st","","16GX-191","","bz_1st","","","","","","","","","","","",""
"21-Jul","1:00 PM","3rd","GOLDEN WEST COLLEGE 1","190","L173","","L174","","ag_3rd","","16GX-190","","ag_3rd","","","","","","","","","","","",""
"21-Jul","2:00 PM","1st","GOLDEN WEST COLLEGE 1","189","W173","","W174","","ag_1st","","16GX-189","","ag_1st","","","","","","","","","","","",""
"","","","BUENA PARK HS","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","S","Dark","S","W to #","","GMID","","","","","","","","","","","","","",""
"21-Jul","7:00 AM","19-21 RR","BUENA PARK HS","168","bz_X2","","bz_X3","","bz_19-21 RR","","16GX-168","","bz_19-21 RR","","","","","","","","","","","",""
"21-Jul","8:00 AM","21-24 RR","BUENA PARK HS","165","3rd_ag_T","","3rd_ag_U","","ag_21-24 RR","","16GX-165","","ag_21-24 RR","","","","","","","","","","","",""
"21-Jul","9:00 AM","21-24 RR","BUENA PARK HS","166","3rd_ag_R","","3rd_ag_S","","ag_21-24 RR","","16GX-166","","ag_21-24 RR","","","","","","","","","","","",""
"21-Jul","10:00 AM","17th","BUENA PARK HS","175","3rd_bz_V","","3rd_bz_W","","bz_17th","","16GX-175","","bz_17th","","","","","","","","","","","",""
"21-Jul","11:00 AM","13th","BUENA PARK HS","179","1st_bz_V","","1st_bz_W","","bz_13th","","16GX-179","","bz_13th","","","","","","","","","","","",""
"21-Jul","12:00 PM","11th","BUENA PARK HS","184","L151","","L152","","bz_11th","","16GX-184","","bz_11th","","","","","","","","","","","",""
"","","","PORTOLA HS 1","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","S","Dark","S","W to #","","GMID","","","","","","","","","","","","","",""
"21-Jul","7:00 AM","17th","PORTOLA HS 1","170","W157","","W158","","ag_17th","","16GX-170","","ag_17th","","","","","","","","","","","",""
"21-Jul","8:00 AM","15th","PORTOLA HS 1","177","L153","","L154","","ag_15th","","16GX-177","","ag_15th","","","","","","","","","","","",""
"21-Jul","9:00 AM","5th","PORTOLA HS 1","186","L161","","L162","","ag_5th","","16GX-186","","ag_5th","","","","","","","","","","","",""
"21-Jul","10:00 AM","7th","PORTOLA HS 1","185","L145","","L146","","ag_7th","","16GX-185","","ag_7th","","","","","","","","","","","",""
"21-Jul","11:00 AM","9th","PORTOLA HS 1","182","W149","","W150","","ag_9th","","16GX-182","","ag_9th","","","","","","","","","","","",""
"21-Jul","12:00 PM","13th","PORTOLA HS 1","178","W153","","W154","","ag_13th","","16GX-178","","ag_13th","","","","","","","","","","","",""
"","","","CAPISTRANO VALLEY HS 1","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","S","Dark","S","W to #","","GMID","","","","","","","","","","","","","",""
"21-Jul","7:00 AM","19th","CAPISTRANO VALLEY HS 1","169","L157","","L158","","ag_19th","","16GX-169","","ag_19th","","","","","","","","","","","",""
"21-Jul","8:00 AM","15th","CAPISTRANO VALLEY HS 1","180","2nd_bz_V","","2nd_bz_W","","bz_15th","","16GX-180","","bz_15th","","","","","","","","","","","",""
"21-Jul","9:00 AM","11th","CAPISTRANO VALLEY HS 1","181","L149","","L150","","ag_11th","","16GX-181","","ag_11th","","","","","","","","","","","",""
"21-Jul","10:00 AM","9th","CAPISTRANO VALLEY HS 1","183","W151","","W152","","bz_9th","","16GX-183","","bz_9th","","","","","","","","","","","",""
"21-Jul","11:00 AM","7th","CAPISTRANO VALLEY HS 1","188","L147","","L148","","bz_7th","","16GX-188","","bz_7th","","","","","","","","","","","",""
"21-Jul","12:00 PM","5th","CAPISTRANO VALLEY HS 1","187","L163","","L164","","bz_5th","","16GX-187","","bz_5th","","","","","","","","","","","",""
